Temperature,Exhaust Vacuum,Ambient Pressure,Relative Humidity
31.61,75.08,1004.83,42.29
26.82,69.05,1004.62,40.0
9.09,41.92,1029.36,91.0
16.96,46.36,1019.91,89.11
28.73,68.24,1008.31,56.85
17.67,50.88,1015.64,90.55
27.67,59.14,1016.51,61.2
25.14,69.13,1011.15,85.67
31.27,69.13,1009.45,57.01
29.25,69.13,1010.27,67.35
17.36,41.23,998.08,63.46
8.43,40.69,1020.36,87.28
11.61,41.17,1019.57,58.82
34.14,74.34,1000.19,43.56
31.63,65.74,1010.83,50.59
21.87,61.45,1011.13,92.22
23.05,48.98,1015.64,49.33
14.46,53.82,1016.55,68.11
27.34,70.98,1008.82,71.42
20.74,59.8,1015.46,76.39
22.89,65.34,1015.53,61.0
8.31,40.46,1020.07,78.18
25.43,72.39,1002.65,88.13
22.82,60.08,1017.95,65.71
15.07,39.82,1012.78,84.46
25.66,70.02,1010.89,68.14
10.59,25.36,1009.59,100.16
13.72,54.3,1017.89,79.08
23.61,49.16,1002.39,65.63
29.3,68.08,1011.23,56.23
14.62,44.84,1023.41,85.17
21.47,60.77,1018.06,85.73
29.45,70.02,1010.28,65.93
27.77,51.43,1006.58,69.01
23.45,69.04,1010.5,80.77
13.08,42.32,1016.63,83.72
13.15,40.78,1024.13,79.59
32.34,74.99,1002.77,42.83
8.68,39.61,1021.54,77.98
24.33,49.16,1003.46,61.04
8.3,36.08,1020.63,80.42
25.3,49.3,1003.67,69.08
28.93,74.78,1009.48,56.4
31.68,70.79,1004.05,54.5
8.43,40.69,1020.36,87.28
21.3,48.92,1010.92,65.09
10.76,40.43,1025.98,79.65
21.71,58.05,1013.07,85.75
8.28,40.56,1023.29,79.44
20.3,48.41,1007.48,89.66
8.22,41.03,1021.76,82.97
25.41,77.54,1009.68,89.09
27.88,68.94,1007.68,75.68
15.92,41.2,1016.04,73.37
11.0,40.23,1019.08,86.5
24.33,68.08,1013.02,64.81
17.04,56.03,1020.38,68.69
20.35,67.45,1015.14,69.22
28.11,77.95,1009.38,72.81
20.78,58.86,1016.02,77.29
30.98,71.29,1008.78,47.7
16.02,39.54,1007.73,72.81
34.63,74.33,1011.7,31.45
25.69,59.54,1004.05,81.69
11.8,45.09,1013.21,89.68
23.6,65.48,1017.44,61.26
23.39,63.94,1010.54,89.94
11.47,40.27,1005.39,77.4
18.62,59.15,1012.85,82.54
13.41,45.0,1021.65,45.24
8.9,36.24,1013.29,89.35
10.13,38.16,1013.57,79.04
29.78,70.98,1007.82,77.59
9.29,39.96,1026.2,97.55
23.38,58.82,1012.27,77.87
25.97,57.32,1012.13,47.48
19.39,43.14,1012.75,44.21
24.26,69.71,1008.98,81.58
24.88,52.36,1014.45,68.39
19.08,46.93,1010.6,75.21
25.14,60.37,1006.63,77.17
23.39,64.63,1020.45,58.22
20.08,63.09,1019.0,77.06
24.1,68.08,1012.73,65.24
27.32,66.54,1004.95,72.58
13.97,45.01,1017.44,89.15
32.55,69.89,1013.87,40.09
22.68,58.82,1010.11,82.8
10.73,25.36,1009.35,100.15
25.89,48.41,1008.59,65.38
19.97,50.78,1008.75,92.7
24.33,46.93,1013.51,52.63
7.61,43.22,1014.8,86.92
7.99,36.08,1020.08,83.2
30.1,67.45,1014.23,39.04
25.65,43.77,1011.65,46.18
20.59,42.04,1009.78,62.77
25.35,65.18,1012.67,70.36
28.5,73.77,1002.82,86.38
27.78,77.17,1009.11,86.54
9.27,40.22,1008.1,89.24
6.48,36.24,1013.62,92.03
19.94,61.87,1009.7,66.6
10.48,37.5,1009.81,95.26
26.78,52.3,1008.52,61.23
9.16,42.44,1014.43,93.67
13.8,44.21,1022.93,83.37
20.27,57.76,1016.66,75.76
20.07,49.21,1012.34,56.8
8.6,36.66,1026.4,81.23
14.12,40.92,1022.46,73.28
8.73,41.26,1020.54,91.37
16.79,44.6,1014.27,48.08
32.87,71.32,1004.36,54.69
7.55,41.04,1027.03,83.32
15.54,41.96,1011.78,97.46
15.42,40.56,1021.23,59.37
25.95,69.51,1009.36,66.82
20.0,63.31,1017.06,63.1
28.89,70.72,1009.36,70.33
19.5,52.72,1025.21,50.21
26.89,56.85,1012.27,43.84
27.57,68.31,1010.48,55.87
31.82,73.68,1014.8,40.58
15.55,45.09,1014.33,62.19
32.37,67.83,1008.32,57.39
25.18,57.5,1015.07,60.76
5.63,39.22,1013.35,77.67
30.24,66.75,1017.95,55.66
25.59,62.39,1006.37,74.06
34.11,73.56,1006.77,45.92
26.89,49.16,1003.84,41.22
5.66,39.42,1024.7,78.52
7.85,37.8,1020.9,59.19
14.01,42.99,1007.12,69.69
23.64,58.49,1011.4,74.2
18.06,43.14,1013.95,62.21
15.71,39.3,1019.2,62.28
8.52,38.5,1013.16,64.06
11.56,39.28,1011.27,82.05
27.48,61.41,1012.2,45.06
25.56,70.32,1009.07,90.63
30.7,71.58,1010.0,48.96
23.32,69.23,1011.75,75.59
14.04,40.56,1018.4,65.79
12.55,39.58,1010.68,76.9
23.56,73.18,1012.18,87.98
19.55,39.39,1013.55,57.82
18.03,58.86,1015.99,89.03
29.48,59.27,1010.99,51.23
29.22,60.23,1009.73,61.5
23.3,72.99,1008.54,92.11
23.48,60.23,1011.91,79.48
7.94,35.77,1017.04,63.22
27.23,49.16,1004.03,40.8
23.54,41.1,1002.05,38.05
13.35,40.27,1005.83,49.75
8.58,40.72,1022.04,87.55
29.5,72.86,1004.63,52.17
12.75,44.2,1017.59,81.22
22.98,51.95,1006.83,74.92
20.85,48.7,1007.11,87.2
29.67,73.67,1006.48,64.98
18.92,62.26,1012.05,85.99
28.33,64.96,999.71,69.66
16.06,47.45,1009.97,88.09
13.92,41.16,1000.98,83.89
18.6,56.85,1012.34,80.24
15.99,43.34,1014.2,78.66
7.0,38.5,1014.09,81.32
20.46,54.2,1011.4,84.0
8.3,40.35,1012.37,98.17
30.76,73.17,1009.89,50.43
7.76,37.7,1014.82,76.47
27.11,69.59,1008.56,79.2
22.64,62.44,1011.82,75.07
26.62,71.73,1009.32,80.1
13.61,41.74,1021.66,62.83
18.15,41.23,993.82,61.21
31.95,70.8,1008.38,66.26
31.19,69.68,1012.6,52.06
21.71,76.86,1006.71,76.86
6.52,35.57,1025.37,78.32
10.35,39.82,1013.33,94.78
21.86,63.09,1016.64,87.94
7.0,39.81,1017.47,87.65
22.93,62.26,1011.25,83.66
24.07,73.46,1006.61,73.46
19.3,65.59,1014.07,81.98
23.39,63.94,1010.54,89.94
19.79,44.9,1008.66,72.68
32.98,71.32,1003.67,49.78
27.82,59.15,1012.74,42.78
24.18,66.48,1003.3,70.99
24.17,59.44,1012.66,78.53
14.12,39.4,1008.02,76.45
25.21,63.21,1012.24,85.14
27.4,69.13,1001.4,82.47
30.12,74.16,1013.13,63.56
32.73,69.88,1007.86,46.95
10.9,41.93,1014.96,96.24
28.01,51.43,1011.6,49.2
26.58,59.39,1014.49,65.87
28.06,70.04,1009.89,66.07
14.68,43.99,1023.36,86.79
24.65,72.43,1007.99,90.05
17.9,48.98,1014.17,80.4
12.34,40.62,1016.28,53.6
15.83,45.01,1013.39,81.9
9.51,38.38,1022.77,73.82
30.67,77.95,1015.28,61.67
26.48,51.43,1006.76,74.3
32.69,72.86,1003.57,56.84
22.52,67.32,1011.4,66.2
25.28,67.69,1009.05,68.54
16.34,41.48,1015.92,48.24
10.03,43.13,1014.85,70.09
16.85,42.24,1017.43,66.01
17.08,38.58,1015.41,73.42
9.39,40.11,1029.14,77.29
10.2,41.17,1019.56,82.46
6.1,43.65,1018.07,75.85
17.29,44.63,1019.6,41.98
23.48,60.23,1011.91,79.48
24.12,58.66,1011.55,58.96
9.37,38.56,1016.84,62.07
21.71,60.77,1017.95,85.07
6.62,41.14,1027.33,86.24
24.54,44.89,1010.05,59.13
22.79,50.78,1008.65,58.39
27.79,71.85,1008.95,87.35
22.96,68.61,1011.15,76.62
29.79,77.17,1009.68,64.0
31.27,73.91,1003.72,68.92
26.44,69.34,1009.55,73.18
9.95,41.82,1033.09,69.44
14.02,40.1,1015.56,82.44
29.76,73.56,1008.07,84.85
8.2,41.14,1025.24,96.26
10.82,37.5,1009.23,96.62
18.55,41.1,1002.02,65.16
27.58,66.48,1004.82,51.23
9.52,39.61,1021.18,73.78
25.44,70.17,1000.65,91.89
21.87,69.45,1014.04,71.19
24.79,59.21,1017.9,53.83
21.71,60.27,1015.74,89.76
10.12,41.55,1005.78,62.34
27.1,79.74,1005.43,86.05
27.59,71.97,1008.64,88.22
8.42,42.28,1008.4,87.78
23.66,60.37,1006.91,87.13
23.24,68.31,1009.71,80.8
24.87,58.33,1013.76,54.55
7.67,35.77,1017.55,60.97
27.47,63.78,1016.07,48.47
9.77,44.68,1023.37,91.4
15.11,43.67,1012.06,91.75
21.03,59.8,1015.86,76.63
23.84,49.21,1013.1,44.72
22.94,61.5,1008.25,73.45
27.14,70.32,1007.08,73.08
11.03,44.78,1013.16,83.85
11.32,36.18,1015.03,64.68
21.94,64.69,1007.39,77.58
31.71,69.04,1008.79,49.32
14.04,48.79,1017.62,75.25
12.41,37.92,1008.09,65.23
25.3,49.3,1003.67,69.08
30.25,71.8,1010.87,60.4
28.85,58.33,1013.78,41.39
26.52,43.77,1011.49,46.98
26.89,49.16,1003.84,41.22
8.28,40.56,1023.29,79.44
22.12,47.93,1005.5,84.47
24.72,77.54,1008.39,81.03
19.05,44.06,1017.02,73.76
17.89,44.6,1014.48,42.51
20.61,44.63,1008.54,77.54
20.95,44.89,1010.48,67.97
14.66,40.89,1009.72,91.56
28.5,72.99,1007.02,67.13
11.48,44.58,1016.43,80.15
10.35,44.2,1018.46,88.6
21.75,50.12,1009.36,94.41
20.63,43.77,1010.71,62.34
20.28,63.86,1016.04,74.66
7.4,41.03,1022.09,74.83
9.53,38.18,1018.43,75.33
22.78,71.77,1005.26,89.23
14.28,43.02,1012.97,49.44
32.63,74.99,1002.42,40.07
27.2,65.18,1011.47,47.14
28.73,68.3,1016.53,55.73
23.1,60.08,1017.69,65.44
10.68,37.92,1009.59,65.05
11.8,42.34,1020.25,93.54
5.78,40.62,1016.55,84.98
11.99,49.83,1008.33,95.2
12.59,39.72,1017.76,61.14
13.78,38.28,1014.8,81.19
29.75,70.32,1007.35,55.8
10.6,41.46,1021.23,89.02
25.71,71.64,1008.85,77.31
13.9,41.17,1016.84,72.9
24.35,58.49,1011.03,70.64
22.54,61.27,1019.12,54.02
24.91,64.45,1013.02,42.34
30.44,56.24,1005.19,56.24
23.55,65.94,1011.76,58.44
23.83,64.15,1020.93,63.86
12.22,40.78,1024.02,85.46
14.22,44.99,1012.0,75.28
12.27,49.83,1007.75,92.02
23.31,68.63,1014.73,51.57
28.03,60.23,1010.23,66.04
22.59,59.43,1005.85,84.02
23.61,59.39,1015.11,78.84
28.62,68.24,1010.15,69.31
10.47,43.14,1010.35,86.86
18.89,43.56,1012.79,38.63
11.92,43.8,1022.96,60.49
22.96,45.01,1012.21,50.81
28.36,60.23,1010.05,53.03
6.29,40.78,1024.75,96.37
21.97,65.61,1016.09,73.29
23.75,66.54,1004.41,85.44
29.09,72.43,1006.86,65.47
4.93,38.44,1015.65,71.47
18.02,53.16,1013.41,82.84
24.5,60.77,1017.15,73.66
21.67,50.32,1008.41,85.99
34.66,74.33,1012.0,32.19
20.76,51.19,1009.0,87.23
9.73,38.56,1017.18,61.81
31.98,64.05,1010.49,58.01
29.72,71.97,1008.6,79.25
30.58,68.84,1011.34,51.29
32.27,71.85,1008.06,59.28
28.43,63.31,1013.44,49.99
9.82,41.04,1026.72,77.28
15.99,39.63,1006.09,89.92
27.86,63.07,1011.11,56.81
23.77,59.21,1011.97,80.08
19.65,44.89,1009.76,75.36
8.49,39.61,1021.05,87.74
8.16,39.72,1020.54,82.11
11.42,41.38,1021.98,60.19
25.39,58.79,1015.85,62.59
30.62,66.54,1004.11,55.36
26.95,70.79,1004.09,75.35
9.14,37.36,1015.22,78.06
22.69,49.21,1012.64,46.83
8.36,40.67,1014.99,73.65
32.07,70.94,1006.91,49.9
31.61,69.04,1008.11,47.96
10.1,40.22,1007.1,90.36
27.51,49.3,1003.74,61.27
14.76,40.71,1017.37,71.07
12.39,44.58,1016.38,84.95
28.21,73.06,1008.26,86.29
30.96,69.82,1009.6,51.55
12.34,40.1,1015.77,92.26
33.41,77.95,1010.3,59.72
22.56,60.29,1018.19,67.53
30.2,69.59,1008.9,67.32
5.68,40.77,1022.49,90.6
5.52,42.85,1012.77,93.82
25.88,66.48,1004.24,63.16
25.94,60.75,1007.22,64.76
25.96,68.08,1010.86,67.07
27.71,69.51,1009.65,58.38
20.54,61.27,1019.6,61.87
27.14,75.23,1011.47,63.14
10.42,39.35,1015.21,89.75
25.86,60.32,1015.91,53.37
13.72,45.09,1012.95,87.41
9.55,38.08,1019.34,68.38
15.21,43.56,1012.92,56.61
3.96,35.47,1016.79,83.81
22.83,59.43,1005.51,83.93
10.06,37.83,1005.49,99.46
25.2,59.21,1017.54,55.53
28.24,71.58,1010.1,67.92
17.1,43.52,1020.3,70.51
10.16,39.3,1019.71,81.21
16.13,43.48,1014.41,50.05
9.93,41.62,1013.76,96.02
22.43,63.21,1012.06,84.75
24.35,73.17,1012.2,85.88
6.49,38.68,1017.94,64.81
11.17,44.77,1018.2,79.6
6.16,38.5,1012.83,93.68
25.38,63.87,1018.7,52.48
22.38,49.3,1003.56,83.83
15.39,39.31,1008.78,66.67
11.77,40.0,1021.08,85.08
12.04,42.34,1019.72,94.67
11.82,41.67,1012.94,84.51
16.69,43.52,1021.78,80.87
31.16,69.88,1007.01,68.28
20.54,68.12,1012.23,81.06
30.81,71.97,1008.36,75.0
14.77,44.9,1020.5,84.31
9.66,41.82,1033.19,73.19
25.56,50.05,1005.67,69.29
7.57,39.61,1018.66,85.73
26.93,72.99,1007.33,78.85
6.93,39.81,1017.25,87.29
22.73,63.73,1009.12,94.8
30.63,53.3,1004.91,53.3
20.27,57.76,1016.66,75.76
12.1,44.77,1019.1,75.85
11.94,39.28,1017.04,89.88
19.48,39.72,1001.75,55.41
14.73,54.3,1016.75,67.13
26.86,70.47,1007.18,72.38
11.06,37.92,1008.76,67.32
19.61,56.65,1020.64,63.74
29.67,71.98,1005.16,67.75
20.87,63.31,1012.27,79.51
11.49,41.54,1020.17,70.91
26.96,65.34,1015.05,46.93
27.58,73.06,1009.63,88.31
21.98,58.79,1010.72,86.85
15.3,38.62,1017.19,70.63
6.61,38.91,1015.77,92.31
22.85,60.08,1018.05,67.12
20.2,50.9,1011.72,77.63
19.73,68.63,1012.41,74.12
24.75,52.84,1005.47,69.61
4.16,35.47,1017.72,88.49
13.18,40.83,1007.67,95.44
25.89,48.41,1008.59,65.38
17.69,65.46,1013.72,67.28
17.14,41.66,1010.97,57.66
11.72,41.54,1020.04,66.84
12.41,40.96,1023.36,78.96
10.29,40.56,1017.28,69.13
23.55,73.18,1011.85,87.97
27.36,63.31,1013.7,51.58
17.75,55.5,1020.15,81.26
21.16,78.11,1006.73,78.11
14.22,39.39,1014.16,80.22
27.4,66.48,1004.71,51.5
17.17,63.09,1020.54,95.98
29.13,66.56,1006.63,52.85
28.01,64.69,1007.61,58.45
22.64,63.73,1013.88,84.22
24.78,50.16,1004.56,70.22
9.38,41.44,1015.09,86.8
29.29,70.36,1006.64,60.82
21.87,69.45,1014.04,71.19
18.4,40.79,1006.18,92.36
13.93,44.47,1025.35,81.54
12.2,44.77,1018.64,76.1
11.6,39.96,1011.65,80.79
22.67,62.52,1016.47,65.63
27.13,69.45,1013.9,51.16
25.52,71.98,1006.89,86.94
20.73,59.87,1019.08,80.48
23.25,72.99,1009.17,89.85
15.45,46.63,1012.6,85.47
30.2,71.85,1008.25,59.1
18.53,63.91,1010.26,97.8
20.36,56.53,1020.25,72.96
6.86,42.49,1007.95,93.96
14.96,39.31,1010.52,71.28
14.09,43.99,1021.02,94.39
16.72,44.78,1007.75,56.79
19.61,56.53,1019.69,77.13
29.23,75.6,1017.72,52.26
14.42,41.16,1004.32,88.42
24.43,72.43,1008.03,85.56
4.47,35.19,1018.78,92.68
8.27,37.7,1015.09,73.64
22.66,61.27,1019.29,55.43
16.07,65.46,1013.88,87.11
18.99,62.1,1020.0,76.76
23.38,59.07,1009.29,92.4
15.27,38.73,1002.83,77.77
10.8,39.28,1010.7,82.62
18.53,48.98,1014.24,74.29
19.07,44.63,1020.23,44.93
13.36,39.64,1010.3,93.26
13.33,38.47,1015.42,58.27
25.72,47.45,1007.74,58.35
16.29,53.82,1014.97,73.15
27.81,66.51,1016.11,48.48
17.18,40.55,1000.47,72.03
20.28,68.63,1012.42,70.31
12.03,41.58,1015.09,90.43
24.49,68.61,1010.56,64.03
9.44,39.82,1013.26,91.55
27.75,77.24,1007.48,78.37
26.14,71.98,1005.98,82.45
21.61,41.54,1014.5,75.62
22.69,65.12,1016.35,72.02
8.39,36.24,1013.39,89.13
15.39,39.31,1008.78,66.67
16.64,43.14,1019.03,82.88
12.63,41.48,1009.61,87.69
30.21,69.4,1003.69,62.89
14.55,40.73,1018.36,89.12
9.41,40.43,1025.68,79.49
11.81,40.75,1016.13,84.14
20.01,43.77,1012.13,65.53
16.12,45.87,1008.15,86.12
8.62,39.66,1015.18,89.59
18.33,49.64,1025.36,62.57
16.2,38.73,1002.14,75.03
26.55,69.45,1013.88,55.39
14.26,42.86,1011.33,88.37
20.11,42.04,1010.79,60.31
19.92,63.31,1015.02,82.71
22.24,64.27,1012.97,89.54
23.29,68.51,1013.19,77.81
24.43,61.25,1011.66,85.24
13.08,43.14,1019.39,99.74
26.04,68.08,1010.82,75.58
27.34,71.64,1008.12,72.22
22.55,47.45,1008.65,67.9
26.54,71.14,1007.52,72.04
27.56,68.08,1010.8,59.18
19.94,38.52,1018.4,55.9
10.95,40.22,1010.04,78.96
25.06,44.57,1007.39,56.07
16.0,44.9,1020.5,80.89
13.83,40.2,1013.28,90.44
25.75,71.14,1008.33,77.12
13.51,40.89,1011.03,84.83
10.2,41.62,1016.52,98.09
13.93,42.86,1032.37,71.11
21.32,49.02,1008.81,85.81
8.04,40.64,1020.64,89.26
26.26,74.9,1003.85,81.94
18.06,65.48,1018.79,77.95
14.85,45.87,1009.37,84.65
19.12,58.79,1017.34,92.45
25.5,67.83,1009.29,61.29
12.19,40.05,1014.77,84.39
23.65,71.98,1006.09,93.39
25.65,69.23,1012.55,62.02
17.77,43.72,1009.01,77.7
31.68,70.79,1004.05,54.5
26.09,60.23,1010.74,60.88
27.71,74.34,998.14,71.85
23.45,66.25,1009.1,90.28
13.27,52.75,1025.86,65.12
24.45,68.63,1013.38,45.35
23.27,68.28,1005.01,74.83
12.85,40.35,1011.29,81.27
28.04,74.33,1013.53,48.65
25.11,58.79,1015.99,60.55
8.75,40.77,1021.99,86.46
15.01,43.56,1014.65,61.82
24.5,58.66,1011.54,57.92
14.88,42.28,1007.26,71.3
15.09,43.13,1015.71,54.36
11.75,42.32,1015.28,77.25
16.7,50.66,1014.86,94.87
7.52,39.61,1018.61,78.96
22.43,63.21,1012.06,84.75
27.3,57.19,1008.08,63.48
26.27,62.91,1011.97,48.06
23.87,63.94,1019.02,44.28
10.72,39.35,1015.35,86.43
13.79,42.07,1018.27,88.06
13.92,43.5,1021.14,88.44
23.39,71.25,1005.22,93.7
30.01,69.13,1010.11,62.42
10.48,41.38,1021.97,65.22
16.65,49.69,1014.01,91.0
31.98,64.05,1010.49,58.01
23.44,72.24,1011.28,88.03
7.91,41.79,1021.86,54.92
8.66,36.25,1028.22,86.96
27.51,71.32,1007.59,80.02
18.65,52.08,1005.48,99.94
31.84,71.37,1003.51,46.22
9.2,40.77,1011.88,89.86
28.68,73.77,1004.72,87.01
16.44,44.0,1024.48,76.51
35.1,68.27,1006.96,43.51
5.43,39.9,1007.5,86.27
9.16,42.44,1014.43,93.67
31.3,67.17,1007.27,62.99
21.6,43.43,1010.28,61.87
29.63,69.59,1008.3,72.53
25.44,70.17,1000.65,91.89
31.33,76.86,997.85,64.43
